oil_type,contrast_dB,thickness_proxy,area_growth_rate,weathering_indicator,VV_VH_ratio
Heavy Crude Oil,-11.624260724481186,0.8346448209496976,0.06599876392107547,0.9116126848580502,15.586144946597363
Heavy Crude Oil,-13.071527127039552,0.9865774511144757,0.12369164604558938,0.8404348251398676,16.31310721726766
Heavy Crude Oil,-13.462022505340983,0.8787084603742452,0.15792977895037022,0.8589658840824145,16.926752258488644
Heavy Crude Oil,-11.380828609595252,0.882206015999449,0.19483964913269738,0.8877305941998564,13.492527671285021
Heavy Crude Oil,-13.334271644438285,0.7184189715034562,0.0961449145292948,0.9170575987408321,15.553381598660039
Heavy Crude Oil,-10.759225126445964,0.8013001891877908,0.17267670385786585,0.8867671583381023,20.440338333179238
Heavy Crude Oil,-11.06149897835249,0.7142842443583718,0.04645537509694439,0.9241236207621593,14.553074429348298
Heavy Crude Oil,-10.928999258861863,0.8473237624573545,0.09635855436715636,0.8576603140965797,11.970305550628272
Heavy Crude Oil,-12.669772428100531,0.8856398794323472,0.11070468720651021,0.8377130610644006,15.346361851702364
Heavy Crude Oil,-11.422023930406745,0.7116142563798867,0.1076862552972764,0.9029104359223,12.714059404338753
Heavy Crude Oil,-11.463318959477576,0.8560784526368235,0.15415256215876386,0.9526901026017451,12.244661264085817
Heavy Crude Oil,-13.406737559872685,0.851503526720866,0.12568929754561045,0.9257523843153024,22.70546298130944
Heavy Crude Oil,-11.14366423396025,0.91355656401806,0.14770008817466013,0.9325695625652899,14.369461510719308
Heavy Crude Oil,-10.8615461692601,0.7227174785462429,0.08815906966299956,0.8757318226085449,15.163748278772646
Heavy Crude Oil,-8.528012149989737,0.6132734807408252,0.13431300951872568,0.8193642064405174,14.056136268421133
Heavy Crude Oil,-10.36657410454895,0.8064280019095463,0.0461127611035347,0.8642348145370016,16.35919549786935
Heavy Crude Oil,-13.095549947575705,0.8216458589581975,0.1022785919951907,0.8674199826197092,19.28788817865065
Heavy Crude Oil,-11.049121466522983,0.5974857413342393,0.10932271573847138,0.8669106767615806,16.704866669592448
Heavy Crude Oil,-13.188781107649051,0.7885263558533101,0.12524936394902286,0.9432877597085061,12.599407185888447
Heavy Crude Oil,-12.501751853761423,0.7525054688839045,0.06733353837131441,0.9882727120140549,15.80996342192191
Heavy Crude Oil,-13.891325931502568,0.8917861947054777,0.20610780985063168,0.9516232630275574,11.961260068091974
Heavy Crude Oil,-12.726351109299378,0.9266911149186623,0.06461652671906097,0.9221909714073114,16.549268106858673
Heavy Crude Oil,-13.390395707367125,0.79404746439382,0.001,0.8487806179332855,14.49486369721368
Heavy Crude Oil,-13.871674772947275,0.9632411303931636,0.028492931101968367,0.8779977756651508,15.261481154572182
Heavy Crude Oil,-9.838090066400827,0.6564137848820562,0.158158187607748,0.9005116530509794,13.036982697904097
Heavy Crude Oil,-11.306844788605094,0.8199059695573471,0.06998915614206026,0.9034901042495009,14.22937280627648
Heavy Crude Oil,-11.829723982123127,0.8662130674521047,0.1793008408072676,0.8381092250586576,19.266066749312532
Heavy Crude Oil,-14.928131699283753,0.7848214904964417,0.1294158603242288,0.9140495933867516,13.754600960358813
Heavy Crude Oil,-12.312183375535913,0.7506999065341168,0.07053176215278942,0.9424801048510513,15.714030971930095
Heavy Crude Oil,-13.039364392890981,0.8899599875433252,0.11536497604383047,0.940643105941948,16.259257683847224
Heavy Crude Oil,-13.243492516383109,0.7439818959803031,0.1373646802561631,0.9305185132716732,14.958196812071703
Heavy Crude Oil,-11.824008925036827,0.9277664895788426,0.0704214305582085,0.927354869058502,14.595614695132213
Heavy Crude Oil,-12.32652180484083,0.909877685198719,0.1412708174494015,0.9406754818000319,17.61095761430866
Heavy Crude Oil,-11.968494237550862,0.8681952971294964,0.0844866621703272,0.9162083176244221,14.73971389126463
Heavy Crude Oil,-11.854506052510922,0.8595157025436914,0.059088965838326374,1.0,12.987965237000596
Heavy Crude Oil,-13.821282919181598,0.9158110873500068,0.1395831346981468,0.9312059908526078,16.25669101852856
Heavy Crude Oil,-12.018370159270372,0.7102745628514169,0.10379022790968633,0.8661419144243945,16.9502394668355
Heavy Crude Oil,-12.220586072253209,0.7174502803207489,0.08393070791735033,0.9206465727137813,13.87255089439205
Heavy Crude Oil,-13.233330593349647,0.8243687211491912,0.11224832855543615,0.8746528412314435,14.057923388763355
Heavy Crude Oil,-11.651925093963545,0.6551915658502676,0.02962681128117224,0.8640777889373782,14.573105696576306
Heavy Crude Oil,-11.533638651602994,0.9475356216949552,0.14288298116010098,0.8920030735018286,14.961967584194623
Heavy Crude Oil,-13.503794046956713,0.7981486864007611,0.08556706805399311,0.9161359280169045,13.345538112895355
Heavy Crude Oil,-11.220980228638242,0.9532738913002579,0.09456199257715713,0.9200855861049471,16.380287983422225
Heavy Crude Oil,-12.601830707828755,0.8224092481810418,0.10062962003908975,0.9048838049274416,13.453980432289066
Heavy Crude Oil,-11.963234738611586,0.849799829124545,0.1725571803897521,0.9479635413042604,19.306364915023114
Heavy Crude Oil,-13.151021344332074,0.8872320636720679,0.10916710028691759,1.0,13.383403429289697
Heavy Crude Oil,-13.259582763271164,0.7400607354555978,0.001,0.873712248915962,13.481734676892604
Heavy Crude Oil,-11.774409320285688,0.834175597577716,0.19380854196079433,0.9475211919093025,13.846192688675194
Heavy Crude Oil,-13.347622007022537,0.8491919171506506,0.03398833964896789,0.9915729382927178,17.358880241442574
Heavy Crude Oil,-12.703763478157057,0.6286865470909122,0.16769361870827068,0.8942730077373692,17.47563262394692
Heavy Crude Oil,-14.391641488191551,0.7400624977046227,0.10026218498590916,0.9023490296882372,14.099869057041513
Heavy Crude Oil,-11.065725101478751,0.6932379570617406,0.09288102574893534,0.906014781585595,16.0288776681175
Heavy Crude Oil,-10.932577682866665,0.6875357908162132,0.02329429146321889,0.9638838410949255,15.664628023959184
Heavy Crude Oil,-13.12272980483483,0.9551151975522524,0.10578373171464293,0.9589648592031913,15.135036962820218
Heavy Crude Oil,-8.90887811267702,0.9755340842443205,0.08755179257604633,0.9485785475477178,16.290751899170296
Heavy Crude Oil,-9.947052663701477,0.7035076539419896,0.13430257299992196,0.9529212243424794,11.482521027153771
Heavy Crude Oil,-13.774887768998664,0.59607678222399,0.08652965827777212,0.9358771127897981,18.004714104192058
Heavy Crude Oil,-11.888857829370338,0.9628615545571292,0.03099492708925543,0.8148308780322423,14.888904602206763
Heavy Crude Oil,-11.42390182659104,0.7967305251905907,0.001,0.8955439980243606,12.391060998990294
Heavy Crude Oil,-10.995491176754943,0.8366598246096849,0.05300601068363224,0.8743066541331653,12.881572956222097
Heavy Crude Oil,-12.094018645909758,0.8955142320501239,0.050713697683222814,0.9252023257758922,13.939484763255118
Heavy Crude Oil,-13.189309248393517,0.7892969640045443,0.0482378838790313,0.872317534732641,12.604244214822304
Heavy Crude Oil,-9.052912300625415,0.8035263551971729,0.06501372460037073,0.9106989955367111,14.77534390061834
Heavy Crude Oil,-12.331454399299833,0.8614166700043425,0.13787538550236525,0.8734749426194737,13.84836351871064
Heavy Crude Oil,-12.412577545727466,0.5698078835264415,0.0242404468900724,0.9683437133722262,18.28993542700257
Heavy Crude Oil,-12.373554059334568,0.8576556963055767,0.11556250772717681,1.0,17.23914982286915
Heavy Crude Oil,-12.19187638722115,0.7044459559399575,0.019677683987121376,0.9101731817933612,13.487298509431394
Heavy Crude Oil,-14.13338056439651,0.7353427115757474,0.04592259981928024,0.9843570817536282,16.7632795138989
Heavy Crude Oil,-12.011958961974926,0.9479944138890026,0.10386841538238092,0.8569357899335869,18.046248154539313
Heavy Crude Oil,-11.191634934473011,0.6962753845673544,0.09048306609581959,0.8562190873307621,12.234400538071327
Heavy Crude Oil,-10.610733678702537,0.9909416640470131,0.03007162130904294,0.9281484618345286,13.698714861756345
Heavy Crude Oil,-12.730688075647045,0.7407606075761132,0.056800461516009204,0.9024260813972413,13.338099767177924
Heavy Crude Oil,-11.594314761330242,0.7949761890550864,0.08805259765667951,0.8546218168979202,13.846457338863335
Heavy Crude Oil,-10.866913161261365,0.8500917187624382,0.05112223776007245,0.9049666152714613,16.502774246743577
Heavy Crude Oil,-14.504107921682058,0.8543360192379935,0.06686881205270767,0.928529933429658,13.473481686914965
Heavy Crude Oil,-14.707323150996778,0.6372457562116838,0.1024042473330691,0.9129861250860741,13.191366749791182
Heavy Crude Oil,-11.042111311833938,0.6338479937731041,0.09669601006763417,0.8394491900118772,13.696327784395681
Heavy Crude Oil,-11.928901993025379,0.7139586634716047,0.08077222278850874,0.950314640460722,13.846216260953703
Heavy Crude Oil,-10.746461831902288,0.6870293145342382,0.12649020889576415,0.972078431032895,10.056710999745421
Heavy Crude Oil,-13.195342883205715,0.8577072127180541,0.08984773069785038,0.9185572936685654,13.79202962656836
Heavy Crude Oil,-11.870115318790651,0.784432276460792,0.15838910308299037,0.9127210421650607,15.675205324150404
Heavy Crude Oil,-12.6178154491837,0.7512393775927507,0.07837209060901897,0.9197226071189148,14.158031038359475
Heavy Crude Oil,-11.565337714655382,1.007540079864544,0.1435562351715846,0.883698823391608,17.40242784432789
Heavy Crude Oil,-12.612113059532327,0.5961875464822146,0.0495956844541298,0.8064604039487072,14.296973031917382
Heavy Crude Oil,-11.972372431215673,0.9676437312275283,0.11634636868820813,0.8890449735595568,16.658811162366977
Heavy Crude Oil,-15.316702963511828,0.8235614558108566,0.13854325969434836,0.8260706877110079,17.287508086413858
Heavy Crude Oil,-11.492255388758378,0.7584712086099199,0.13163909330531426,1.0,15.363732510116991
Heavy Crude Oil,-11.627669120549497,0.7540639100459756,0.057507781526760414,0.9415167908272123,13.287832348182265
Heavy Crude Oil,-11.892650644170912,0.7522342553234884,0.12394899128731961,0.9166831052643475,17.0750798885158
Heavy Crude Oil,-12.765024598282121,0.7730125064706629,0.05106181421088463,0.8777853369961944,15.754600986089704
Heavy Crude Oil,-10.864517075031973,0.7077834675822375,0.143480296005283,0.9677818929402475,15.826869806447402
Heavy Crude Oil,-9.184806281162901,0.7226210800896428,0.03776726483442915,0.811063987554786,17.992088622978365
Heavy Crude Oil,-11.018451515468913,0.7944415329089546,0.11399843131599102,0.8437255476350812,19.891503959233653
Heavy Crude Oil,-11.806168227037158,0.8109394794604894,0.1362883311949346,0.9240504615868357,15.447768048558263
Heavy Crude Oil,-13.185711683167968,0.8471468357135996,0.1941012248237517,0.9672710023077489,18.186373253278795
Heavy Crude Oil,-12.766823514646777,0.701039517974142,0.0937106539950176,0.9027862456144348,17.188383036941897
Heavy Crude Oil,-14.538696944572228,0.9529550319460615,0.09209960507105053,0.878655946502629,12.975791249479665
Heavy Crude Oil,-14.482285007798655,0.8823170583961915,0.1036658983594202,0.8355019550129473,12.409842455872768
Heavy Crude Oil,-12.503677048935192,0.9669021525289393,0.08702043243181977,0.8248428523440947,14.508513871828113
Heavy Crude Oil,-12.409085354621505,0.5303113357058429,0.0972852566741094,0.8884532734895662,16.392412729626837
Heavy Crude Oil,-9.226565857581981,0.9126565029547757,0.08655556547225848,0.8446737045629165,20.146719606499722
Heavy Crude Oil,-11.911172348978267,0.8013929291912947,0.09879374564449984,0.9099042380383928,14.711279176152114
Heavy Crude Oil,-12.860493010320354,0.7453141058759608,0.09836233648920009,0.8728287614433118,13.57430843464567
Heavy Crude Oil,-11.840354658462156,0.7745022782579145,0.17519964942913444,0.7674515095803495,17.183013703844924
Heavy Crude Oil,-10.130872211253557,0.592660976759185,0.08286562029598257,0.8814279567002105,12.184976610564357
Heavy Crude Oil,-13.166725031386314,0.6889424154534172,0.18761352217118116,0.9467839196573731,17.54311018998832
Heavy Crude Oil,-10.917491903935147,0.6870948228782772,0.07377398668601132,0.9244687280613959,12.555744382216108
Heavy Crude Oil,-10.930502354741417,0.7759674601841866,0.08125895962252014,0.9355479984101747,15.88852662297208
Heavy Crude Oil,-12.54144924872862,0.9159329803364249,0.04594683362000514,0.9307967803472132,16.186202515936767
Heavy Crude Oil,-12.464319658970986,0.8326133022242118,0.03744432118073484,0.9462013509603451,14.630195727114021
Heavy Crude Oil,-12.784084530778559,0.9049009225836889,0.06478281547286203,0.8295769351818221,11.886741652952193
Heavy Crude Oil,-11.09098507298154,0.6719570647503718,0.18773970909921825,0.7959035296058139,18.392912736580076
Heavy Crude Oil,-11.683473799196072,0.7903286888129608,0.07275404565955253,0.9199568057176035,14.924730595150303
Heavy Crude Oil,-10.345047176975218,0.811422764866204,0.10751508807309389,0.8818193893893073,14.886108752557865
Heavy Crude Oil,-11.538297346661912,0.6289831607343375,0.03259072889471435,0.9371632047011358,15.341730876255884
Heavy Crude Oil,-12.275975004529018,0.8018433933065393,0.11737908526808356,0.8730120159845319,13.443390549195374
Heavy Crude Oil,-11.706232117353478,0.7021627222384969,0.1204126377857236,0.814870819788108,17.058311274651288
Heavy Crude Oil,-11.291103776380435,0.8256029734313877,0.1491345491972757,0.9832737222231288,17.02874013003626
Heavy Crude Oil,-14.761311346997468,0.6720423033264299,0.06875907111521606,0.9013045525105418,16.035318040938247
Heavy Crude Oil,-13.088615719730198,0.8186766764477079,0.062230853382333876,0.8694241098504026,12.186677806303555
Heavy Crude Oil,-13.384849869166356,0.6648315394383667,0.05120633735113336,0.952682089830392,13.101202222336115
Heavy Crude Oil,-8.051426902743914,0.849331790088089,0.1092418061847437,0.8570821109909393,16.40061975881798
Heavy Crude Oil,-12.86345673935666,0.8122009814645362,0.22800422691343974,0.8951970050137675,17.298546652571353
Heavy Crude Oil,-13.05476463768883,0.7965011509503038,0.1885400317817755,0.8686516471106116,18.624897115993857
Heavy Crude Oil,-10.938372096816787,0.7437533224105732,0.13162038695277606,0.9486277224813365,16.24361992443439
Heavy Crude Oil,-14.355337079835685,0.7272862824175131,0.08762406822242477,0.8962783285449977,16.241344195101355
Heavy Crude Oil,-11.733448498600119,0.6664655641289899,0.11900989255029816,0.9305292872641912,16.11958089586208
Heavy Crude Oil,-10.378828911668068,0.8833922154548904,0.12295900396142184,0.8964917144270677,11.678078132968018
Heavy Crude Oil,-11.355572671301122,0.8207687687163112,0.11357894185976868,0.8361625712089845,12.837886919183475
Heavy Crude Oil,-10.420270720000644,0.7960444846143345,0.13407503486863123,0.9014159188065229,15.059512278991486
Heavy Crude Oil,-10.592574291036003,0.7483955271782626,0.10480603884704917,0.8768862355647479,14.131007545135368
Heavy Crude Oil,-12.463758185202959,0.8222133771633713,0.07606256891682615,0.9627878062786761,13.210785395560992
Heavy Crude Oil,-12.28030746624204,0.7560268941725825,0.17234889421768665,0.9098277388255788,17.06368907893727
Heavy Crude Oil,-14.228340559555457,0.8267050265869259,0.14448153978117187,0.9041141994637713,17.130960750130704
Heavy Crude Oil,-12.775932675150559,0.940934744018558,0.21494490618096251,0.881858071978017,14.108994957198457
Heavy Crude Oil,-9.81992328432345,0.9579572145730713,0.0738569986423366,0.8789906591452071,14.436430782278986
Heavy Crude Oil,-14.016675766551415,0.7081348053515802,0.049792961662396606,0.8616101217447936,14.930630225226437
Heavy Crude Oil,-11.648677901195219,0.9550500492814077,0.050082297963060456,0.9492161199238293,14.572022311548983
Heavy Crude Oil,-12.07419556447865,0.8674819492166604,0.043863898921885074,0.9191204873092026,15.332904416426112
Heavy Crude Oil,-11.261323103987777,0.8289168643907818,0.22276500699554472,0.8681130007874343,13.938006089996364
Heavy Crude Oil,-12.934710789637146,0.7444522880839746,0.06813064363467412,0.9594508265553776,17.84100849597971
Heavy Crude Oil,-12.856119440624214,0.7167644426895772,0.12357077781932022,0.8723888477859515,16.26586363551102
Heavy Crude Oil,-11.69561546872305,0.6484255885002769,0.1773752600665031,0.9897938836547762,13.774422619031228
Heavy Crude Oil,-12.581552339903975,0.8285865390724906,0.11672283949935126,0.9329272136336415,19.020409077532697
Heavy Crude Oil,-12.265420841241074,0.7201702755461546,0.03103403859927364,0.863453498002904,14.933746054252406
Heavy Crude Oil,-9.308163204723318,0.7482388700963829,0.11118939758194493,0.8991788551963624,17.376786546896167
Heavy Crude Oil,-8.209601361189568,0.746913122707968,0.0755280278740889,0.9522080438534536,16.363782979252623
Heavy Crude Oil,-9.229939011395949,0.8583928185325964,0.08203539546064703,0.9295327415346155,17.217407161165816
Heavy Crude Oil,-10.769276728203954,0.8507274031107298,0.1533337344794577,0.9584647795222837,17.764317982075056
Heavy Crude Oil,-11.026935168615536,0.7832881919683146,0.10733568432166615,0.9603254483254179,13.366128658025527
Heavy Crude Oil,-11.446990036690648,0.760666118767264,0.10143724114674088,0.963922593130365,15.382198136039806
Heavy Crude Oil,-11.930345177765776,0.6640143859020081,0.13731267830136104,0.9322742090570538,19.32650944661092
Heavy Crude Oil,-12.461667352429501,0.8219150327663939,0.11246918418553777,0.9788726639881737,14.809408935226095
Heavy Crude Oil,-11.58146771134449,0.8607896509716539,0.10933045615781792,0.8776783192724736,15.388179985796615
Heavy Crude Oil,-10.389552375210341,0.697348470058894,0.10664848370734381,0.8649939592530413,17.390093257849685
Heavy Crude Oil,-14.284780357175663,0.7441078152728412,0.11886059375322605,0.978276201461717,14.868499477854025
Heavy Crude Oil,-12.832799290039798,0.988115706944059,0.027599304979187802,0.7900597021689959,15.880028900106664
Heavy Crude Oil,-12.753081336528917,0.6978767182869288,0.13541782236496766,0.9121900356885599,13.871842738526544
Heavy Crude Oil,-13.920456598006341,0.8872457328280146,0.13251005889793305,0.8950412068110308,18.69327399209533
Heavy Crude Oil,-13.60512714948923,0.6474474829075262,0.06540459650593779,0.8977206991822251,15.486678898645383
Heavy Crude Oil,-12.361854086784495,0.8352055396514297,0.037423028790477784,0.972188230203663,14.835697643214862
Heavy Crude Oil,-10.324056252617808,0.8342725346377705,0.12283766095768921,0.9284883640116102,15.89541712003463
Heavy Crude Oil,-11.035915860198685,0.9329152530132432,0.10982605848507351,0.9354501878794257,14.820528611425546
Heavy Crude Oil,-9.839824176825791,0.732360769794073,0.1900470216455408,0.8979921024677828,12.138449795763904
Heavy Crude Oil,-11.807843377633816,0.731894834252512,0.14203217744943622,0.8673688010348805,14.10763313357044
Heavy Crude Oil,-14.834311096418297,0.7547693680750923,0.001,0.8208048588257139,16.520829312288594
Heavy Crude Oil,-10.821299762023752,0.8425457561784965,0.051651192843539355,0.897614432192901,14.992794921818863
Heavy Crude Oil,-13.737547033788813,0.9503398301767151,0.14386811452878356,0.8889517913085169,15.053771677989062
Heavy Crude Oil,-11.687425788078672,0.595826513157571,0.08764113087397016,0.8659007876001101,12.996759980210168
Heavy Crude Oil,-12.421650439328932,0.9797686526849523,0.1320421430633505,0.8714410505108602,16.145165562712318
Heavy Crude Oil,-9.900966845120998,0.8924633682912769,0.10298151849600871,0.8676531611147213,16.39644662722718
Heavy Crude Oil,-11.409771921867375,0.8895193220027733,0.1317585900840985,0.9524776357659668,13.929529576878863
Heavy Crude Oil,-10.023908901548511,0.81975996046924,0.2037630436312633,0.8655406090955217,18.4719276063305
Heavy Crude Oil,-11.703133824806029,0.7348581996385553,0.07580570829728393,0.883982634590284,15.848331892803833
Heavy Crude Oil,-11.21574676794675,0.7426299996061422,0.09878227038695087,1.0,18.455086340201422
Heavy Crude Oil,-11.345514495488953,0.8038003478168201,0.10600156633591307,0.9306758986365209,12.95441486960319
Heavy Crude Oil,-12.386064806135018,0.633141592612241,0.11996115613026397,0.932359796985137,14.033627075401252
Heavy Crude Oil,-9.639019855064952,0.677423433699766,0.026781255989509003,0.9112225909279986,17.094196605224308
Heavy Crude Oil,-9.474108462813197,0.754111573713106,0.1539340416715648,0.8980745765249647,14.65474540011836
Heavy Crude Oil,-10.67451009376999,0.865232287841342,0.02118039215078753,0.9738270174862949,17.760182708294902
Heavy Crude Oil,-12.938344052264295,0.8395803533437409,0.12470150931413694,0.9130336882911954,13.89938969230916
Heavy Crude Oil,-13.007435051907077,0.7974445929008556,0.15863645096296825,0.9271800077297216,14.258771335827788
Heavy Crude Oil,-10.842451934027483,0.5151457379369925,0.15743828501860518,0.813014311061095,14.275118117193736
Heavy Crude Oil,-13.679504841939217,0.6705318524279095,0.15804133936892598,0.8766149399344054,15.69300776346143
Heavy Crude Oil,-12.070380868318777,0.8477040827223122,0.10384109455301277,0.8358503887905715,16.99253363889428
Heavy Crude Oil,-12.74063487474197,0.6443418101340249,0.07859424195170438,0.9750379895317156,16.700443484226987
Heavy Crude Oil,-12.522978201611789,0.7650742295681572,0.08391824743913087,1.0,15.763870904463106
Heavy Crude Oil,-11.354937529213396,0.9030283454031842,0.11193945795132568,0.8870478927089649,14.607300301830044
Heavy Crude Oil,-12.107401889121096,0.7962777763490159,0.136381477181849,0.902597294290365,16.46528015443116
Heavy Crude Oil,-12.121074870162873,0.8078635190316091,0.001,0.9458163837351241,15.692976951795986
Heavy Crude Oil,-10.50298483521052,0.5103744621806311,0.2044187352390364,0.8930205185922413,17.216365633475032
Heavy Crude Oil,-13.559858890688297,0.8612773905062571,0.047329221841317194,0.8688115519652098,18.828062707733572
Heavy Crude Oil,-12.28602360114502,0.8217432873179723,0.1435033865344377,0.9247840943986303,15.300837810287153
Heavy Crude Oil,-11.452558496300663,1.0403415585238276,0.09711906014832074,0.9100549523357484,17.101308792015224
Heavy Crude Oil,-10.341711100563025,0.9187030305560381,0.13193651110145924,0.8428497543634759,18.26686306460219
Heavy Crude Oil,-13.719518089528032,0.8302635465239033,0.062286207499032104,0.8967930826703504,15.657524820606962
Heavy Crude Oil,-11.51796417682459,0.8421920754235285,0.18068556345293235,0.922676715075699,14.511686729418702
Heavy Crude Oil,-10.553869247567464,0.9189470488924641,0.03861960924315038,0.9298700034924929,16.402345484621797
Heavy Crude Oil,-12.446345255039988,0.9375706813311621,0.09249722064837365,0.9062788226735772,14.65385635143226
Heavy Crude Oil,-11.9766314286278,0.6903724913104798,0.027997455870285282,0.9797252531612486,13.306077303363345
Heavy Crude Oil,-13.487088524184461,0.5846609886396286,0.06805191261552489,0.8338455103296251,18.284030320272738
Heavy Crude Oil,-10.485274365986049,0.7311849654822277,0.21262179026721545,0.9490882743495798,14.350337232982755
Heavy Crude Oil,-15.749108572310359,1.0290942572590742,0.0305213766618202,0.8177300626521554,17.04514086401928
Heavy Crude Oil,-8.340371390491091,0.9384272818510518,0.12819545600261797,0.9297377170832644,16.706831117560615
Heavy Crude Oil,-10.861607115319853,0.8281191423969376,0.10521005519759381,0.8968703436050239,13.492070822266648
Heavy Crude Oil,-12.42101261530016,0.6307043185804615,0.09508301866026252,0.8505704446424541,12.792821365568457
Heavy Crude Oil,-11.730158773269782,0.93920022863446,0.14591583030011568,0.8214749698188412,13.020743726859324
Heavy Crude Oil,-10.588843218017676,0.7017512606461691,0.08876834250014877,0.9275026049512276,13.06331109027273
Heavy Crude Oil,-11.84193674078106,0.6665974505081796,0.06993161780243931,0.9159890967071269,11.814012532936662
Heavy Crude Oil,-11.339287893059401,0.7980362201073319,0.1276244977208574,0.9111957067032331,17.728280859947688
Heavy Crude Oil,-11.812163246028138,0.7570594458874748,0.1061148751516142,0.9271649014518194,15.09772014065141
Heavy Crude Oil,-11.939112463194176,0.7298008312193245,0.06685495412245258,0.8298697364100154,18.499153486373878
Heavy Crude Oil,-13.865794853086928,0.7307094802204093,0.06407963672154013,0.9447462188472221,14.410100643415944
Heavy Crude Oil,-10.128386890989399,0.7326509375756132,0.11394970811119011,0.8582326473370121,19.290298255546777
Heavy Crude Oil,-13.78139762854427,0.8309820710227028,0.13168884404660494,0.920689954872575,14.629424682244583
Heavy Crude Oil,-12.19473104960014,0.804381147197911,0.09264989991857557,0.9481939558397455,19.421046003182703
Heavy Crude Oil,-12.83623767751175,0.6630197020420923,0.09558589758243727,1.0,13.392650864060538
Heavy Crude Oil,-9.5413247918339,0.9677700814076441,0.07232058791460028,0.9284491539592638,18.256793246257075
Heavy Crude Oil,-12.568691611481231,0.7796419639897638,0.07091595430256782,0.8492621634653567,13.701444909867986
Heavy Crude Oil,-13.835910400143385,0.8034083468259227,0.06150133844706793,0.9116892955895374,11.888208707592746
Heavy Crude Oil,-11.503679651678315,0.8833528961608925,0.001,0.9187028284923786,17.455337984946585
Heavy Crude Oil,-13.814461528036809,0.9672572386837703,0.12095095046830226,0.8647494072120796,14.888461844684588
Heavy Crude Oil,-11.162509631217416,0.8076005391412412,0.12693779962231846,0.8539663203460317,15.338721648072156
Heavy Crude Oil,-14.12057174535747,0.78887739386513,0.054804617926760515,0.8632235028705116,17.472186350420873
Heavy Crude Oil,-10.363034819108597,0.8609138120907177,0.045384361766371055,0.8841795775152599,17.426195399958367
